,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4308,4310,Tales of Vesperia,PS3,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45
4312,4314,Tales of Hearts,PSV,2013.0,Role-Playing,Namco Bandai Games,0.15,0.13,0.09,0.08,0.45
4315,4317,Barbie as The Island Princess,Wii,2007.0,Adventure,Activision,0.42,0.0,0.0,0.03,0.45
4316,4318,Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45
4317,4319,The Walking Dead: Season One,PS4,2014.0,Adventure,Telltale Games,0.12,0.25,0.01,0.08,0.45
4318,4320,Jikkyou Powerful Pro Yakyuu 12,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45
4320,4322,Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.36,0.06,0.0,0.03,0.45
4321,4323,NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,Electronic Arts,0.34,0.1,0.0,0.02,0.45
4327,4329,Resistance: Burning Skies,PSV,2012.0,Shooter,Sony Computer Entertainment,0.21,0.16,0.02,0.07,0.45
4328,4330,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45
4330,4332,The Chronicles of Riddick: Escape from Butcher Bay,XB,,Shooter,Vivendi Games,0.32,0.11,0.0,0.02,0.45
4332,4334,NFL Head Coach,PS2,2006.0,Sports,Electronic Arts,0.38,0.01,0.0,0.06,0.45
4335,4337,Major League Baseball 2K11,X360,2011.0,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45
4336,4338,Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.0,0.04,0.45
4342,4344,NHL 2005,PS2,2004.0,Sports,Electronic Arts,0.22,0.17,0.0,0.06,0.45
4345,4347,Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.39,0.02,0.0,0.03,0.45
4348,4350,F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
4349,4351,My Fashion Studio,DS,2007.0,Misc,Ubisoft,0.41,0.01,0.0,0.03,0.45
4350,4352,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.17,0.21,0.0,0.07,0.45
4351,4353,Rock Band Country Track Pack,Wii,2009.0,Misc,MTV Games,0.42,0.0,0.0,0.03,0.45
4352,4354,Pro Evolution Soccer 2016,PS3,2015.0,Sports,Konami Digital Entertainment,0.08,0.18,0.15,0.05,0.45
4354,4356,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009.0,Action,Activision,0.27,0.14,0.0,0.04,0.45
4355,4357,PES 2009: Pro Evolution Soccer,Wii,2009.0,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45
4357,4359,SingStar Queen,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.26,0.0,0.08,0.45
4358,4360,God Eater 2,PSV,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45
4362,4364,Sphinx and the Cursed Mummy,PS2,2003.0,Action,THQ,0.22,0.17,0.0,0.06,0.45
4367,4369,Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.45
4369,4371,Petz: Catz 2,Wii,2007.0,Simulation,Ubisoft,0.41,0.01,0.0,0.03,0.45
4377,4379,Viking: Battle for Asgard,X360,2008.0,Action,Sega,0.16,0.24,0.0,0.05,0.45
4384,4386,Disney Sing It! High School Musical 3: Senior Year,PS2,2008.0,Misc,Disney Interactive Studios,0.09,0.02,0.0,0.34,0.45
4385,4387,NBA Live 10,X360,2009.0,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45
4388,4390,NHL FaceOff,PS,1994.0,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45
4389,4391,WWE WrestleMania 21,XB,2005.0,Fighting,THQ,0.34,0.1,0.0,0.02,0.45
4391,4393,Worms: Open Warfare 2,PSP,2007.0,Strategy,THQ,0.04,0.26,0.0,0.14,0.45
4394,4396,WWE Day of Reckoning,GC,2004.0,Fighting,THQ,0.35,0.09,0.0,0.01,0.45
4396,4398,ATV Quad Power Racing 2,XB,2003.0,Racing,Acclaim Entertainment,0.36,0.07,0.0,0.01,0.45
4397,4399,Walt Disney World Quest: Magical Racing Tour,PS,2000.0,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45
4399,4401,Vandal Hearts,PS,1996.0,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45
4401,4403,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45
4402,4404,Jawbreaker,2600,1981.0,Action,Tigervision,0.42,0.03,0.0,0.0,0.45
4403,4405,Scooby-Doo! Mystery Mayhem,PS2,2004.0,Action,THQ,0.22,0.17,0.0,0.06,0.45
4405,4407,Crash: Mind Over Mutant,PSP,2008.0,Platform,Vivendi Games,0.11,0.22,0.0,0.12,0.45
4408,4410,Just Dance 2014,XOne,2013.0,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45
4409,4411,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004.0,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44
4412,4414,Jampack Volume 13 (RP-M),PS2,2005.0,Misc,Sony Computer Entertainment,0.37,0.01,0.0,0.06,0.44
4413,4415,World Soccer Winning Eleven 9,XB,2005.0,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44
4415,4417,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004.0,Action,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44
4416,4418,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005.0,Misc,THQ,0.37,0.01,0.0,0.06,0.44
4421,4423,Van Helsing,PS2,2004.0,Action,Activision,0.22,0.17,0.0,0.06,0.44
4422,4424,X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,Activision,0.3,0.12,0.0,0.02,0.44
4424,4426,Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,0.28,0.13,0.0,0.04,0.44
4425,4427,Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.14,0.2,0.03,0.08,0.44
4427,4429,Spawn: Armageddon,PS2,2003.0,Action,Electronic Arts,0.22,0.17,0.0,0.06,0.44
4430,4432,Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,Electronic Arts,0.26,0.15,0.0,0.04,0.44
4435,4437,Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.25,0.15,0.0,0.04,0.44
4436,4438,50 Cent: Bulletproof,XB,2005.0,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44
4437,4439,Densetsu no Stafi 2,GBA,2003.0,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44
4441,4443,Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.19,0.1,0.11,0.05,0.44
4447,4449,Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005.0,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
4451,4453,Bomberman II,NES,1991.0,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44
4455,4457,Naughty Bear,PS3,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.44
4461,4463,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44
4464,4466,Grind Session,PS,2000.0,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44
4465,4467,Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44
4466,4468,Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.26,0.14,0.0,0.04,0.44
4469,4471,Super Breakout,2600,,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44
4470,4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
4479,4481,Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.36,0.01,0.0,0.06,0.44
4481,4483,Neon Genesis Evangelion,SAT,1996.0,Adventure,Sega,0.0,0.0,0.44,0.0,0.44
4483,4485,Mobile Suit Gundam: One Year War,PS2,2005.0,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
4484,4486,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44
4485,4487,NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44
4487,4489,SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,THQ,0.36,0.01,0.0,0.06,0.44
4488,4490,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.44
4494,4496,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43
4495,4497,Dora the Explorer: Dora Puppy,DS,2009.0,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43
4497,4499,Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43
4499,4501,007: Quantum of Solace,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43
4500,4502,Spec Ops: Covert Assault,PS,2001.0,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43
4502,4504,Flight Control Rocket,GBA,2005.0,Simulation,THQ,0.31,0.12,0.0,0.01,0.43
4503,4505,FIFA 14,PC,2013.0,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43
4506,4508,Wheel of Fortune,DS,2010.0,Misc,THQ,0.41,0.0,0.0,0.03,0.43
4508,4510,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43
4510,4512,Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.35,0.04,0.0,0.04,0.43
4511,4513,NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43
4512,4514,Bionicle,PS2,2003.0,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43
4513,4515,Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43
4515,4517,Sleeping Dogs,PS4,2014.0,Action,Square Enix,0.16,0.2,0.0,0.07,0.43
4517,4519,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43
4520,4522,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43
4521,4523,Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43
4522,4524,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43
4523,4525,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43
4525,4527,Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.21,0.19,0.0,0.04,0.43
4527,4529,Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.0,0.24,0.43
4529,4531,How to Train Your Dragon,Wii,2010.0,Action,Activision,0.24,0.15,0.0,0.04,0.43
4532,4534,Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43
4533,4535,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43
4534,4536,Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43
4535,4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
4538,4540,FIFA 14,Wii,2013.0,Sports,Electronic Arts,0.0,0.38,0.0,0.05,0.43
4541,4543,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009.0,Adventure,ChunSoft,0.37,0.0,0.03,0.03,0.43
4543,4545,Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43
4544,4546,Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.43
4547,4549,Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43
4549,4551,Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43
4552,4554,Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43
4553,4555,Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43
4555,4557,TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.05,0.43
4556,4558,Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43
4557,4559,Call of Duty: Modern Warfare: Mobilized,DS,2009.0,Shooter,Activision,0.37,0.02,0.0,0.03,0.43
4560,4562,Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,0.43
4562,4564,Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.18,0.17,0.0,0.07,0.43
4563,4565,SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.21,0.16,0.0,0.05,0.43
4564,4566,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.43
4567,4569,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42
4568,4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42
4570,4572,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42
4571,4573,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42
4572,4574,Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42
4575,4577,LEGO Rock Band,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.24,0.13,0.0,0.06,0.42
4576,4578,25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42
4579,4581,The Sims,XB,2003.0,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42
4583,4585,Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
4584,4586,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42
4586,4588,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42
4588,4590,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42
4589,4591,Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42
4591,4593,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42
4592,4594,Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42
4596,4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.2,0.19,0.0,0.04,0.42
4597,4599,Horsez,DS,2006.0,Simulation,Ubisoft,0.38,0.01,0.0,0.03,0.42
4598,4600,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,THQ,0.42,0.0,0.0,0.0,0.42
4600,4602,Grandia,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42
4602,4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42
4603,4605,Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42
4604,4606,Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,THQ,0.21,0.16,0.0,0.05,0.42
4609,4611,Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42
4611,4613,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.3,0.11,0.0,0.01,0.42
4612,4614,JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,TYO,0.23,0.16,0.0,0.03,0.42
4613,4615,NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42
4614,4616,Arc the Lad III,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42
4615,4617,Solitaire Overload,DS,2007.0,Misc,Telegames,0.39,0.0,0.0,0.03,0.42
4616,4618,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
4618,4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42
4620,4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42
4621,4623,Rush 2: Extreme Racing USA,N64,1998.0,Racing,Midway Games,0.35,0.06,0.0,0.0,0.42
4625,4627,Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,3DO,0.34,0.07,0.0,0.0,0.42
4626,4628,James Bond 007: Everything or Nothing,GC,2004.0,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42
4630,4632,Disney Infinity 2.0: Marvel Super Heroes,XOne,2014.0,Action,Disney Interactive Studios,0.24,0.15,0.0,0.03,0.42
4631,4633,Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42
4632,4634,Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.32,0.08,0.0,0.01,0.42
4633,4635,Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.36,0.03,0.0,0.03,0.42
4638,4640,Harry Potter and the Goblet of Fire,GC,2005.0,Action,Electronic Arts,0.32,0.08,0.0,0.01,0.42
4639,4641,JumpStart: Escape from Adventure Island,Wii,2009.0,Adventure,Knowledge Adventure,0.39,0.0,0.0,0.03,0.42
4641,4643,Style Lab: Makeover,DS,2009.0,Simulation,Ubisoft,0.35,0.03,0.0,0.03,0.42
4651,4653,Jimmy Neutron: Boy Genius,GBA,2001.0,Platform,THQ,0.3,0.11,0.0,0.01,0.42
4652,4654,Black,XB,2006.0,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42
4654,4656,Double Pack: Finding Nemo / The Incredibles,XB,2006.0,Action,THQ,0.31,0.09,0.0,0.01,0.42
4656,4658,NBA 2K11,PSP,2010.0,Action,Take-Two Interactive,0.39,0.0,0.0,0.03,0.42
4657,4659,Animal Crossing: Amiibo Festival,WiiU,2015.0,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42
4658,4660,Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.16,0.12,0.11,0.03,0.42
4663,4665,Football Manager Handheld 2011,PSP,2010.0,Sports,Sega,0.0,0.28,0.0,0.14,0.42
4666,4668,X-Men vs. Street Fighter,PS,1997.0,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42
4667,4669,High Rollers Casino,PS2,2004.0,Misc,Mud Duck Productions,0.2,0.16,0.0,0.05,0.42
4669,4671,The Suffering,PS2,2004.0,Action,Midway Games,0.2,0.16,0.0,0.05,0.42
4670,4672,Cyber Troopers Virtual-On,SAT,1995.0,Fighting,Sega,0.0,0.0,0.42,0.0,0.42
4672,4674,Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42
4673,4675,TimeShift,X360,2007.0,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41
4674,4676,NBA Jam,PS2,2003.0,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41
4675,4677,Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41
4678,4680,Jampack Spring 2004 (RP-T),PS2,2003.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
4679,4681,Dexter's Laboratory Deesaster Strikes,GBA,2001.0,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.41
4680,4682,NFL GameDay 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
4683,4685,TERA,PC,,Role-Playing,Unknown,0.24,0.12,0.0,0.05,0.41
4685,4687,pro evolution soccer 2011,PS2,2010.0,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41
4686,4688,Sega Rally Championship 2,DC,1999.0,Racing,Sega,0.0,0.0,0.41,0.0,0.41
4688,4690,Crash of the Titans,PS2,2007.0,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41
4690,4692,Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.37,0.01,0.0,0.03,0.41
4693,4695,Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41
4694,4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41
4699,4701,Mobile Suit Gundam,SAT,1995.0,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41
4701,4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009.0,Shooter,Activision,0.17,0.15,0.0,0.09,0.41
4703,4705,James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,THQ,0.15,0.22,0.0,0.05,0.41
4704,4706,Farming Simulator 2015,X360,2015.0,Simulation,Koch Media,0.21,0.16,0.0,0.04,0.41
4706,4708,Itadaki Street DS,DS,2007.0,Misc,Square Enix,0.0,0.0,0.41,0.0,0.41
4712,4714,Nicktoons: Unite!,PS2,2005.0,Adventure,THQ,0.34,0.01,0.0,0.06,0.41
4714,4716,Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41
4715,4717,Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41
4716,4718,NASCAR Racing,PS,1996.0,Racing,Pioneer LDC,0.23,0.16,0.0,0.03,0.41
4722,4724,SpongeBob SquigglePants,Wii,2011.0,Misc,THQ,0.36,0.03,0.0,0.03,0.41
4724,4726,Fantastic Pets,X360,2011.0,Simulation,THQ,0.3,0.08,0.0,0.03,0.41
4725,4727,Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41
4729,4731,Superman: The New Superman Adventures,N64,1999.0,Action,Titus,0.33,0.07,0.0,0.0,0.41
4730,4732,UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41
4732,4734,The LEGO Movie Videogame,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.05,0.26,0.0,0.09,0.41
4733,4735,Rogue Galaxy: Director's Cut,PS2,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
4734,4736,Armored Core,PS,1997.0,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41
4740,4742,Call of Duty: Advanced Warfare,PC,2014.0,Shooter,Activision,0.14,0.23,0.0,0.04,0.41
4741,4743,Disney Princess: Enchanting Storybooks,Wii,2011.0,Misc,THQ,0.26,0.11,0.0,0.04,0.41
4746,4748,Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41
4747,4749,Armored Core 2: Another Age,PS2,2001.0,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41
4748,4750,Buzz! Junior: Jungle Party,PS2,2006.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
4749,4751,Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41
4753,4755,Pro Pinball,PS,1996.0,Misc,Empire Interactive,0.23,0.15,0.0,0.03,0.41
4754,4756,'98 Koshien,PS,1998.0,Sports,Magical Company,0.15,0.1,0.12,0.03,0.41
4755,4757,NBA 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41
4760,4762,TNA iMPACT!,PS3,2008.0,Fighting,Midway Games,0.22,0.12,0.0,0.06,0.41
4766,4768,"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005.0,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41
4767,4769,Jikkyou Powerful Pro Yakuu '94,SNES,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41
4775,4777,Avatar: The Game,DS,2009.0,Action,Ubisoft,0.19,0.18,0.0,0.04,0.41
4776,4778,My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009.0,Misc,Mentor Interactive,0.38,0.0,0.0,0.03,0.41
4777,4779,Minority Report: Everybody Runs,PS2,2002.0,Action,Activision,0.2,0.15,0.0,0.05,0.41
4779,4781,NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4
4781,4783,Disney Sing It! High School Musical 3: Senior Year,PS3,2008.0,Misc,Disney Interactive Studios,0.08,0.26,0.0,0.07,0.4
4783,4785,Beowulf: The Game,X360,2007.0,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4
4786,4788,Hatsune Miku: Project Diva F 2nd,PSV,2014.0,Misc,Sega,0.13,0.06,0.16,0.06,0.4
4787,4789,Overlord,X360,2007.0,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4
4788,4790,Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.31,0.08,0.0,0.01,0.4
4789,4791,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007.0,Action,Activision,0.32,0.04,0.01,0.04,0.4
4790,4792,Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.08,0.4
4791,4793,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.0,0.04,0.4
4792,4794,Dragon Quest X,WiiU,2013.0,Role-Playing,Square Enix,0.0,0.0,0.4,0.0,0.4
4794,4796,Medarot: Kabuto / Kuwagata Version,GB,1997.0,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4
4795,4797,NBA 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.33,0.01,0.0,0.05,0.4
4796,4798,Defender,PS2,2002.0,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4
4800,4802,Thief (2014),PS3,2014.0,Action,Square Enix,0.1,0.2,0.02,0.08,0.4
4803,4805,Harry Potter: Quidditch World Cup,GC,2003.0,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4
